SampleID,FGA,TPO,D1S1609,D2S441,D8S1108,D21S2052,D18S51,Population
BAL_1,"16.0,15.0",NA,NA,NA,NA,NA,"11.2,11.0",Balinese
BAL_2,"16.0,16.2",NA,NA,NA,NA,NA,"11.2,11.0",Balinese
BAL_3,"13.0,16.0",NA,NA,NA,NA,NA,"13.2,12.2",Balinese
BAL_4,"13.0,17.2",NA,NA,NA,NA,NA,"11.2,11.2",Balinese
BAL_5,"14.0,17.2",NA,NA,NA,NA,NA,"12.2,11.2",Balinese
BAL_6,"16.2,16.0",NA,NA,NA,NA,NA,"10.2,12.0",Balinese
BAL_7,"16.2,16.2",NA,NA,NA,NA,NA,"11.2,12.0",Balinese
BAL_8,"13.0,16.0",NA,NA,NA,NA,NA,"12.0,12.0",Balinese
BAL_9,"19.2,16.0",NA,NA,NA,NA,NA,"11.2,11.2",Balinese
BAL_10,"16.0,14.3",NA,NA,NA,NA,NA,"11.0,10.2",Balinese
CHE_1,"18.0,20.0",NA,NA,NA,NA,NA,"11.2,14.0",Chenchu
CHE_2,"14.0,15.0",NA,NA,NA,NA,NA,"13.0,13.0",Chenchu
CHE_3,"15.0,14.3",NA,NA,NA,NA,NA,"12.0,12.0",Chenchu
CHE_4,"15.0,18.0",NA,NA,NA,NA,NA,"13.0,11.2",Chenchu
CHE_5,"14.0,19.0",NA,NA,NA,NA,NA,"12.2,12.2",Chenchu
CHE_6,"16.1,20.0",NA,NA,NA,NA,NA,"12.2,11.2",Chenchu
CHE_7,"19.2,18.0",NA,NA,NA,NA,NA,"11.0,11.0",Chenchu
CHE_8,"18.2,19.0",NA,NA,NA,NA,NA,"11.2,12.0",Chenchu
CHE_9,"15.0,19.0",NA,NA,NA,NA,NA,"12.2,11.0",Chenchu
CHE_10,"19.2,18.0",NA,NA,NA,NA,NA,"12.0,13.2",Chenchu
FIL_1,"19.2,16.0",NA,NA,NA,NA,NA,"11.2,11.2",Filipino
FIL_2,"16.0,15.0",NA,NA,NA,NA,NA,"12.2,12.2",Filipino
FIL_3,"14.3,17.0",NA,NA,NA,NA,NA,"11.0,11.0",Filipino
FIL_4,"16.1,19.0",NA,NA,NA,NA,NA,"13.2,12.2",Filipino
FIL_5,"16.1,17.0",NA,NA,NA,NA,NA,"11.0,10.2",Filipino
FIL_6,"19.0,18.0",NA,NA,NA,NA,NA,"12.2,13.0",Filipino
FIL_7,"15.0,16.0",NA,NA,NA,NA,NA,"13.2,11.2",Filipino
FIL_8,"14.3,17.0",NA,NA,NA,NA,NA,"13.0,11.0",Filipino
FIL_9,"14.0,17.0",NA,NA,NA,NA,NA,"13.0,14.0",Filipino
FIL_10,"15.0,16.0",NA,NA,NA,NA,NA,"11.2,12.0",Filipino
IND_1,"16.2,17.2",NA,NA,NA,NA,NA,"12.0,10.0",Indonesian
IND_2,"17.2,20.0",NA,NA,NA,NA,NA,"12.2,12.0",Indonesian
IND_3,"14.3,13.0",NA,NA,NA,NA,NA,"12.0,11.2",Indonesian
IND_4,"16.0,17.2",NA,NA,NA,NA,NA,"11.2,10.2",Indonesian
IND_5,"16.2,16.0",NA,NA,NA,NA,NA,"11.2,11.2",Indonesian
IND_6,"14.3,14.3",NA,NA,NA,NA,NA,"12.0,12.2",Indonesian
IND_7,"17.2,16.0",NA,NA,NA,NA,NA,"10.2,14.2",Indonesian
IND_8,"16.2,14.3",NA,NA,NA,NA,NA,"10.2,10.2",Indonesian
IND_9,"16.0,16.2",NA,NA,NA,NA,NA,"12.0,10.2",Indonesian
IND_10,"18.0,16.0",NA,NA,NA,NA,NA,"11.2,11.2",Indonesian
LAM_1,"13.0,16.0",NA,NA,NA,NA,NA,"13.0,11.0",Lambadi
LAM_2,"13.0,13.0",NA,NA,NA,NA,NA,"11.2,12.0",Lambadi
LAM_3,"13.0,16.0",NA,NA,NA,NA,NA,"11.0,13.0",Lambadi
LAM_4,"13.0,16.2",NA,NA,NA,NA,NA,"12.2,12.2",Lambadi
LAM_5,"16.2,15.0",NA,NA,NA,NA,NA,"13.0,13.2",Lambadi
LAM_6,"16.0,16.0",NA,NA,NA,NA,NA,"12.0,12.0",Lambadi
LAM_7,"18.2,16.0",NA,NA,NA,NA,NA,"14.2,13.0",Lambadi
LAM_8,"16.1,17.2",NA,NA,NA,NA,NA,"12.2,13.0",Lambadi
LAM_9,"17.2,16.0",NA,NA,NA,NA,NA,"12.0,11.2",Lambadi
LAM_10,"17.2,16.2",NA,NA,NA,NA,NA,"11.2,14.0",Lambadi
THA_1,"14.3,17.0",NA,NA,NA,NA,NA,"11.2,12.2",Thai
THA_2,"14.3,15.0",NA,NA,NA,NA,NA,"11.2,12.0",Thai
THA_3,"16.1,17.2",NA,NA,NA,NA,NA,"12.2,12.0",Thai
THA_4,"20.0,19.0",NA,NA,NA,NA,NA,"11.0,12.0",Thai
THA_5,"17.2,16.1",NA,NA,NA,NA,NA,"12.2,12.0",Thai
THA_6,"15.0,14.0",NA,NA,NA,NA,NA,"11.0,12.2",Thai
THA_7,"16.2,19.0",NA,NA,NA,NA,NA,"12.2,14.0",Thai
THA_8,"14.3,17.2",NA,NA,NA,NA,NA,"10.2,12.2",Thai
THA_9,"16.2,18.2",NA,NA,NA,NA,NA,"12.0,11.2",Thai
THA_10,"16.2,16.2",NA,NA,NA,NA,NA,"11.2,10.2",Thai
TIM_1,"17.2,16.0",NA,NA,NA,NA,NA,NA,Timorese
TIM_2,"14.3,14.3",NA,NA,NA,NA,NA,NA,Timorese
TIM_3,"13.0,14.3",NA,NA,NA,NA,NA,NA,Timorese
TIM_4,"14.3,17.0",NA,NA,NA,NA,NA,NA,Timorese
TIM_5,"17.0,16.1",NA,NA,NA,NA,NA,NA,Timorese
TIM_6,"13.0,14.3",NA,NA,NA,NA,NA,NA,Timorese
TIM_7,"13.0,16.1",NA,NA,NA,NA,NA,NA,Timorese
TIM_8,"14.0,17.0",NA,NA,NA,NA,NA,NA,Timorese
TIM_9,"17.0,15.0",NA,NA,NA,NA,NA,NA,Timorese
TIM_10,"16.2,15.0",NA,NA,NA,NA,NA,NA,Timorese
VIE_1,"16.2,18.0",NA,NA,NA,NA,NA,"12.2,11.2",Vietnamese
VIE_2,"19.0,14.3",NA,NA,NA,NA,NA,"12.0,12.2",Vietnamese
VIE_3,"19.2,16.1",NA,NA,NA,NA,NA,"13.0,11.0",Vietnamese
VIE_4,"20.0,13.0",NA,NA,NA,NA,NA,"11.0,12.2",Vietnamese
VIE_5,"20.4,20.0",NA,NA,NA,NA,NA,"13.2,12.0",Vietnamese
VIE_6,"17.2,13.0",NA,NA,NA,NA,NA,"11.2,12.0",Vietnamese
VIE_7,"17.2,17.2",NA,NA,NA,NA,NA,"11.2,13.0",Vietnamese
VIE_8,"17.0,16.1",NA,NA,NA,NA,NA,"11.0,12.2",Vietnamese
VIE_9,"13.0,19.2",NA,NA,NA,NA,NA,"12.0,12.2",Vietnamese
VIE_10,"17.0,14.0",NA,NA,NA,NA,NA,"12.0,11.0",Vietnamese
AUS_1,"18.2,18.2",NA,NA,NA,NA,NA,"13.2,15.0",Australian Aborigines
AUS_2,"19.0,18.0",NA,NA,NA,NA,NA,"14.2,14.0",Australian Aborigines
AUS_3,"16.0,19.0",NA,NA,NA,NA,NA,"12.0,13.0",Australian Aborigines
AUS_4,"20.4,15.0",NA,NA,NA,NA,NA,"12.0,14.0",Australian Aborigines
AUS_5,"16.1,17.2",NA,NA,NA,NA,NA,"11.2,15.0",Australian Aborigines
AUS_6,"19.0,17.0",NA,NA,NA,NA,NA,"16.0,11.2",Australian Aborigines
AUS_7,"14.0,17.0",NA,NA,NA,NA,NA,"14.0,13.2",Australian Aborigines
AUS_8,"16.1,17.0",NA,NA,NA,NA,NA,"12.0,13.0",Australian Aborigines
AUS_9,"17.0,14.3",NA,NA,NA,NA,NA,"14.2,14.0",Australian Aborigines
AUS_10,"19.0,16.2",NA,NA,NA,NA,NA,"14.0,15.0",Australian Aborigines
JAV_1,"16.0,16.0",NA,NA,NA,NA,NA,"12.0,11.0",Javanese
JAV_2,"18.2,15.0",NA,NA,NA,NA,NA,"12.0,12.2",Javanese
JAV_3,"16.2,14.3",NA,NA,NA,NA,NA,"11.0,12.2",Javanese
JAV_4,"17.2,13.0",NA,NA,NA,NA,NA,"14.0,14.0",Javanese
JAV_5,"16.0,16.0",NA,NA,NA,NA,NA,"11.0,11.0",Javanese
JAV_6,"14.3,18.2",NA,NA,NA,NA,NA,"13.0,13.0",Javanese
JAV_7,"17.2,13.0",NA,NA,NA,NA,NA,"12.0,11.0",Javanese
JAV_8,"16.2,14.0",NA,NA,NA,NA,NA,"12.0,13.2",Javanese
JAV_9,"16.2,18.0",NA,NA,NA,NA,NA,"12.0,11.0",Javanese
JAV_10,"16.0,16.2",NA,NA,NA,NA,NA,"15.2,10.0",Javanese
MAL_1,"16.0,18.0",NA,NA,NA,NA,NA,"12.0,12.2",Malaysians
MAL_2,"16.2,18.0",NA,NA,NA,NA,NA,"11.0,12.2",Malaysians
MAL_3,"19.2,16.2",NA,NA,NA,NA,NA,"10.2,13.2",Malaysians
MAL_4,"18.2,16.2",NA,NA,NA,NA,NA,"11.2,12.2",Malaysians
MAL_5,"13.0,14.0",NA,NA,NA,NA,NA,"13.0,12.2",Malaysians
MAL_6,"16.1,14.3",NA,NA,NA,NA,NA,"10.2,12.0",Malaysians
MAL_7,"13.0,16.2",NA,NA,NA,NA,NA,"12.2,12.0",Malaysians
MAL_8,"19.0,18.0",NA,NA,NA,NA,NA,"12.2,11.2",Malaysians
MAL_9,"16.1,16.0",NA,NA,NA,NA,NA,"13.0,12.2",Malaysians
MAL_10,"19.0,16.0",NA,NA,NA,NA,NA,"14.0,11.0",Malaysians
PAP_1,"16.2,17.2","109.0,109.0","162.0,176.0","131.0,127.0","248.0,252.0","125.0,121.0",NA,Papuan New Guinean
PAP_2,"15.0,17.0","113.0,121.0","162.0,162.0","131.0,127.0","248.0,248.0","125.0,121.0",NA,Papuan New Guinean
PAP_3,"16.0,14.3","117.0,117.0","162.0,162.0","132.0,127.0","248.0,252.0","125.0,121.0",NA,Papuan New Guinean
PAP_4,"17.0,17.0","121.0,117.0","176.0,172.0","127.0,127.0","248.0,248.0","129.0,125.0",NA,Papuan New Guinean
PAP_5,"16.0,17.0","113.0,113.0","162.0,156.0","127.0,127.0","248.0,244.0","125.0,121.0",NA,Papuan New Guinean
PAP_6,"16.2,16.0","121.0,117.0","172.0,162.0","132.0,127.0","248.0,244.0","133.0,125.0",NA,Papuan New Guinean
PAP_7,"17.0,18.0","117.0,109.0","156.0,176.0","127.0,127.0","248.0,248.0","129.0,117.0",NA,Papuan New Guinean
PAP_8,"16.1,18.2","117.0,113.0","162.0,172.0","127.0,127.0","248.0,252.0","125.0,121.0",NA,Papuan New Guinean
PAP_9,"15.0,18.2","113.0,113.0","172.0,156.0","127.0,127.0","248.0,252.0","133.0,121.0",NA,Papuan New Guinean
PAP_10,"18.2,16.2","117.0,117.0","180.0,162.0","127.0,131.0","256.0,248.0","129.0,121.0",NA,Papuan New Guinean
POL_1,"16.2,16.2",NA,NA,NA,NA,NA,"12.0,12.2",Polynesians
POL_2,"18.0,18.0",NA,NA,NA,NA,NA,"12.0,12.0",Polynesians
POL_3,"16.0,16.2",NA,NA,NA,NA,NA,"12.0,13.0",Polynesians
POL_4,"17.0,17.2",NA,NA,NA,NA,NA,"13.0,12.2",Polynesians
POL_5,"17.0,17.2",NA,NA,NA,NA,NA,"12.2,14.2",Polynesians
POL_6,"14.0,17.2",NA,NA,NA,NA,NA,"12.2,14.2",Polynesians
POL_7,"17.2,16.1",NA,NA,NA,NA,NA,"11.0,13.0",Polynesians
POL_8,"18.0,15.0",NA,NA,NA,NA,NA,"13.2,13.0",Polynesians
POL_9,"19.0,17.0",NA,NA,NA,NA,NA,"12.2,12.0",Polynesians
POL_10,"13.0,17.2",NA,NA,NA,NA,NA,"12.0,11.0",Polynesians
SAM_1,"14.3,16.0",NA,NA,NA,NA,NA,"11.2,12.2",Samoans
SAM_2,"14.3,15.0",NA,NA,NA,NA,NA,"11.2,12.2",Samoans
SAM_3,"16.0,16.2",NA,NA,NA,NA,NA,"13.0,13.2",Samoans
SAM_4,"15.0,15.0",NA,NA,NA,NA,NA,"12.2,12.2",Samoans
SAM_5,"16.0,15.0",NA,NA,NA,NA,NA,"11.2,14.0",Samoans
SAM_6,"16.0,15.0",NA,NA,NA,NA,NA,"12.2,13.2",Samoans
SAM_7,"16.0,16.0",NA,NA,NA,NA,NA,"13.2,12.2",Samoans
SAM_8,"16.1,16.0",NA,NA,NA,NA,NA,"14.0,12.0",Samoans
SAM_9,"17.0,16.2",NA,NA,NA,NA,NA,"12.0,12.2",Samoans
SAM_10,"16.1,16.0",NA,NA,NA,NA,NA,"12.0,12.2",Samoans
ARR_1,"13.0,15.0",NA,NA,NA,NA,NA,"13.0,11.0",Arrernte
ARR_2,"16.0,16.2",NA,NA,NA,NA,NA,"11.0,10.0",Arrernte
ARR_3,"10.0,14.3",NA,NA,NA,NA,NA,"13.2,11.2",Arrernte
ARR_4,"16.1,16.0",NA,NA,NA,NA,NA,"12.0,11.0",Arrernte
ARR_5,"16.1,14.3",NA,NA,NA,NA,NA,"12.0,12.2",Arrernte
ARR_6,"13.0,15.0",NA,NA,NA,NA,NA,"11.2,11.2",Arrernte
ARR_7,"15.0,14.0",NA,NA,NA,NA,NA,"11.2,10.0",Arrernte
ARR_8,"14.3,16.0",NA,NA,NA,NA,NA,"11.0,11.2",Arrernte
ARR_9,"16.2,10.0",NA,NA,NA,NA,NA,"12.0,12.0",Arrernte
ARR_10,"17.0,16.1",NA,NA,NA,NA,NA,"10.0,12.0",Arrernte
ASI_1,"17.2,15.0",NA,NA,NA,NA,NA,"11.2,12.2",Asian Australian
ASI_2,"18.2,17.2",NA,NA,NA,NA,NA,"12.0,11.2",Asian Australian
ASI_3,"17.2,16.2",NA,NA,NA,NA,NA,"13.2,15.0",Asian Australian
ASI_4,"17.2,17.0",NA,NA,NA,NA,NA,"10.2,10.2",Asian Australian
ASI_5,"16.2,10.0",NA,NA,NA,NA,NA,"15.2,12.0",Asian Australian
ASI_6,"16.0,17.2",NA,NA,NA,NA,NA,"14.2,12.0",Asian Australian
ASI_7,"17.2,18.0",NA,NA,NA,NA,NA,"14.0,11.2",Asian Australian
ASI_8,"16.2,15.0",NA,NA,NA,NA,NA,"13.0,16.0",Asian Australian
ASI_9,"18.0,16.0",NA,NA,NA,NA,NA,"12.0,14.2",Asian Australian
ASI_10,"16.0,16.2",NA,NA,NA,NA,NA,"11.0,11.2",Asian Australian
AUS_1,"16.1,18.0",NA,NA,NA,NA,NA,"16.0,11.2",Australian
AUS_2,"18.2,16.1",NA,NA,NA,NA,NA,"11.0,13.2",Australian
AUS_3,"15.0,15.0",NA,NA,NA,NA,NA,"11.2,13.2",Australian
AUS_4,"17.0,16.1",NA,NA,NA,NA,NA,"15.0,11.0",Australian
AUS_5,"13.0,17.0",NA,NA,NA,NA,NA,"12.0,12.0",Australian
AUS_6,"16.1,18.2",NA,NA,NA,NA,NA,"12.2,11.0",Australian
AUS_7,"14.0,13.0",NA,NA,NA,NA,NA,"13.2,12.2",Australian
AUS_8,"15.0,15.0",NA,NA,NA,NA,NA,"12.0,12.0",Australian
AUS_9,"15.0,17.0",NA,NA,NA,NA,NA,"12.0,11.0",Australian
AUS_10,"14.0,15.0",NA,NA,NA,NA,NA,"14.0,12.0",Australian
AUS_1,"15.0,16.2",NA,NA,NA,NA,NA,"13.2,12.0",Australian- Caucasian
AUS_2,"19.0,14.3",NA,NA,NA,NA,NA,"12.2,13.0",Australian- Caucasian
AUS_3,"16.2,14.0",NA,NA,NA,NA,NA,"13.2,12.2",Australian- Caucasian
AUS_4,"14.3,13.0",NA,NA,NA,NA,NA,"12.2,12.0",Australian- Caucasian
AUS_5,"19.2,18.2",NA,NA,NA,NA,NA,"14.0,13.2",Australian- Caucasian
AUS_6,"18.0,17.2",NA,NA,NA,NA,NA,"15.2,11.2",Australian- Caucasian
AUS_7,"16.1,15.0",NA,NA,NA,NA,NA,"15.0,14.0",Australian- Caucasian
AUS_8,"13.0,16.2",NA,NA,NA,NA,NA,"12.0,13.2",Australian- Caucasian
AUS_9,"17.0,17.0",NA,NA,NA,NA,NA,"12.2,13.0",Australian- Caucasian
AUS_10,"17.2,18.2",NA,NA,NA,NA,NA,"11.2,11.2",Australian- Caucasian
APA_1,"14.0,16.1",NA,NA,NA,NA,NA,"16.0,13.2",Apache
APA_2,"16.2,16.2",NA,NA,NA,NA,NA,"12.0,13.2",Apache
APA_3,"14.3,14.0",NA,NA,NA,NA,NA,"13.0,14.2",Apache
APA_4,"16.2,16.1",NA,NA,NA,NA,NA,"13.2,13.0",Apache
APA_5,"13.0,16.2",NA,NA,NA,NA,NA,"13.2,12.2",Apache
APA_6,"16.2,14.3",NA,NA,NA,NA,NA,"11.0,11.0",Apache
APA_7,"16.1,14.3",NA,NA,NA,NA,NA,"13.0,11.2",Apache
APA_8,"14.0,13.0",NA,NA,NA,NA,NA,"10.2,13.2",Apache
APA_9,"14.3,13.0",NA,NA,NA,NA,NA,"13.0,10.2",Apache
APA_10,"15.0,14.3",NA,NA,NA,NA,NA,"11.0,14.0",Apache
ATH_1,"17.2,17.0",NA,NA,NA,NA,NA,"10.2,12.2",Athabaskan
ATH_2,"15.0,16.1",NA,NA,NA,NA,NA,"11.0,11.0",Athabaskan
ATH_3,"16.1,16.1",NA,NA,NA,NA,NA,"10.0,10.2",Athabaskan
ATH_4,"16.2,17.0",NA,NA,NA,NA,NA,"12.2,11.0",Athabaskan
ATH_5,"17.0,17.0",NA,NA,NA,NA,NA,"11.0,12.0",Athabaskan
ATH_6,"16.1,16.2",NA,NA,NA,NA,NA,"11.0,12.2",Athabaskan
ATH_7,"16.1,17.0",NA,NA,NA,NA,NA,"11.2,11.2",Athabaskan
ATH_8,"17.0,15.0",NA,NA,NA,NA,NA,"11.2,12.2",Athabaskan
ATH_9,"17.0,14.3",NA,NA,NA,NA,NA,"11.2,14.0",Athabaskan
ATH_10,"17.0,17.2",NA,NA,NA,NA,NA,"12.0,10.2",Athabaskan
CRE_1,"15.0,21.1",NA,NA,NA,NA,NA,NA,Cree
CRE_2,"16.1,20.0",NA,NA,NA,NA,NA,NA,Cree
CRE_3,"21.1,19.0",NA,NA,NA,NA,NA,NA,Cree
CRE_4,"21.1,20.4",NA,NA,NA,NA,NA,NA,Cree
CRE_5,"18.0,16.1",NA,NA,NA,NA,NA,NA,Cree
CRE_6,"19.0,17.0",NA,NA,NA,NA,NA,NA,Cree
CRE_7,"18.0,20.0",NA,NA,NA,NA,NA,NA,Cree
CRE_8,"20.0,20.0",NA,NA,NA,NA,NA,NA,Cree
CRE_9,"21.2,15.0",NA,NA,NA,NA,NA,NA,Cree
CRE_10,"20.0,20.4",NA,NA,NA,NA,NA,NA,Cree
HIS_1,"17.2,14.3",NA,NA,NA,NA,NA,"11.0,13.0",Hispanic American
HIS_2,"14.3,13.0",NA,NA,NA,NA,NA,"12.0,15.0",Hispanic American
HIS_3,"17.2,13.0",NA,NA,NA,NA,NA,"11.2,17.2",Hispanic American
HIS_4,"14.0,15.0",NA,NA,NA,NA,NA,"12.2,14.0",Hispanic American
HIS_5,"17.0,18.2",NA,NA,NA,NA,NA,"11.2,11.2",Hispanic American
HIS_6,"13.0,19.0",NA,NA,NA,NA,NA,"14.2,13.0",Hispanic American
HIS_7,"17.2,18.0",NA,NA,NA,NA,NA,"10.0,17.0",Hispanic American
HIS_8,"18.0,18.2",NA,NA,NA,NA,NA,"15.0,14.0",Hispanic American
HIS_9,"16.1,13.0",NA,NA,NA,NA,NA,"13.2,12.0",Hispanic American
HIS_10,"13.0,18.2",NA,NA,NA,NA,NA,"11.2,12.2",Hispanic American
INU_1,"16.2,16.0",NA,NA,NA,NA,NA,"11.2,11.2",Inupiat
INU_2,"15.0,10.0",NA,NA,NA,NA,NA,"11.0,11.2",Inupiat
INU_3,"16.1,15.0",NA,NA,NA,NA,NA,"13.0,11.0",Inupiat
INU_4,"16.2,10.0",NA,NA,NA,NA,NA,"12.2,10.0",Inupiat
INU_5,"16.2,13.0",NA,NA,NA,NA,NA,"10.2,12.2",Inupiat
INU_6,"10.0,14.0",NA,NA,NA,NA,NA,"11.0,11.2",Inupiat
INU_7,"15.0,16.0",NA,NA,NA,NA,NA,"11.2,11.0",Inupiat
INU_8,"16.0,16.0",NA,NA,NA,NA,NA,"11.2,11.2",Inupiat
INU_9,"13.0,16.1",NA,NA,NA,NA,NA,"13.2,12.2",Inupiat
INU_10,"16.1,10.0",NA,NA,NA,NA,NA,"10.2,11.2",Inupiat
MEX_1,"17.0,14.3",NA,NA,NA,NA,NA,"10.2,13.0",Mexicans
MEX_2,"15.0,18.2",NA,NA,NA,NA,NA,"11.2,12.2",Mexicans
MEX_3,"16.1,15.0",NA,NA,NA,NA,NA,"13.0,12.0",Mexicans
MEX_4,"18.2,16.1",NA,NA,NA,NA,NA,"12.2,12.2",Mexicans
MEX_5,"14.0,16.1",NA,NA,NA,NA,NA,"12.2,14.0",Mexicans
MEX_6,"16.0,14.3",NA,NA,NA,NA,NA,"11.0,11.0",Mexicans
MEX_7,"15.0,16.1",NA,NA,NA,NA,NA,"11.0,12.2",Mexicans
MEX_8,"16.2,16.2",NA,NA,NA,NA,NA,"13.0,15.0",Mexicans
MEX_9,"14.0,16.2",NA,NA,NA,NA,NA,"12.2,13.2",Mexicans
MEX_10,"14.0,16.2",NA,NA,NA,NA,NA,"11.0,14.0",Mexicans
NAV_1,"14.3,14.3",NA,NA,NA,NA,NA,"14.0,12.0",Navajo
NAV_2,"16.2,17.0",NA,NA,NA,NA,NA,"11.2,11.2",Navajo
NAV_3,"17.2,14.0",NA,NA,NA,NA,NA,"14.2,11.0",Navajo
NAV_4,"16.2,13.0",NA,NA,NA,NA,NA,"11.0,11.0",Navajo
NAV_5,"15.0,14.0",NA,NA,NA,NA,NA,"11.0,13.0",Navajo
NAV_6,"13.0,10.0",NA,NA,NA,NA,NA,"11.0,11.2",Navajo
NAV_7,"16.2,13.0",NA,NA,NA,NA,NA,"13.0,11.0",Navajo
NAV_8,"14.0,16.1",NA,NA,NA,NA,NA,"12.2,12.2",Navajo
NAV_9,"17.0,17.0",NA,NA,NA,NA,NA,"11.0,10.2",Navajo
NAV_10,"17.0,13.0",NA,NA,NA,NA,NA,"12.2,13.0",Navajo
OJI_1,"20.0,19.0",NA,NA,NA,NA,NA,NA,Ojibwa
OJI_2,"20.0,15.0",NA,NA,NA,NA,NA,NA,Ojibwa
OJI_3,"20.4,15.0",NA,NA,NA,NA,NA,NA,Ojibwa
OJI_4,"21.2,20.0",NA,NA,NA,NA,NA,NA,Ojibwa
OJI_5,"20.0,22.0",NA,NA,NA,NA,NA,NA,Ojibwa
OJI_6,"20.0,20.0",NA,NA,NA,NA,NA,NA,Ojibwa
OJI_7,"15.0,18.0",NA,NA,NA,NA,NA,NA,Ojibwa
OJI_8,"20.4,19.0",NA,NA,NA,NA,NA,NA,Ojibwa
OJI_9,"20.0,20.4",NA,NA,NA,NA,NA,NA,Ojibwa
OJI_10,"20.0,19.0",NA,NA,NA,NA,NA,NA,Ojibwa
OTO_1,"13.0,16.2",NA,NA,NA,NA,NA,"11.2,10.2",Otomi
OTO_2,"17.2,10.0",NA,NA,NA,NA,NA,"12.0,11.0",Otomi
OTO_3,"17.2,14.3",NA,NA,NA,NA,NA,"13.2,10.0",Otomi
OTO_4,"18.0,16.1",NA,NA,NA,NA,NA,"12.2,12.2",Otomi
OTO_5,"16.1,17.2",NA,NA,NA,NA,NA,"12.2,13.2",Otomi
OTO_6,"16.2,17.2",NA,NA,NA,NA,NA,"10.0,11.0",Otomi
OTO_7,"14.3,16.0",NA,NA,NA,NA,NA,"10.2,11.0",Otomi
OTO_8,"15.0,17.2",NA,NA,NA,NA,NA,"12.2,12.2",Otomi
OTO_9,"16.2,10.0",NA,NA,NA,NA,NA,"10.0,12.2",Otomi
OTO_10,"14.3,14.0",NA,NA,NA,NA,NA,"12.2,11.0",Otomi
SAL_1,"13.0,14.3",NA,NA,NA,NA,NA,"11.0,12.2",Salishans
SAL_2,"15.0,17.0",NA,NA,NA,NA,NA,"10.2,12.0",Salishans
SAL_3,"20.0,16.1",NA,NA,NA,NA,NA,"10.2,12.0",Salishans
SAL_4,"16.1,17.2",NA,NA,NA,NA,NA,"12.2,13.0",Salishans
SAL_5,"15.0,20.4",NA,NA,NA,NA,NA,"11.2,15.2",Salishans
SAL_6,"14.3,20.0",NA,NA,NA,NA,NA,"11.2,10.0",Salishans
SAL_7,"14.0,17.2",NA,NA,NA,NA,NA,"13.0,12.2",Salishans
SAL_8,"19.0,20.4",NA,NA,NA,NA,NA,"14.0,11.2",Salishans
SAL_9,"13.0,15.0",NA,NA,NA,NA,NA,"12.2,12.0",Salishans
SAL_10,"17.0,16.1",NA,NA,NA,NA,NA,"12.0,12.0",Salishans
YUP_1,"16.1,16.1",NA,NA,NA,NA,NA,"11.0,11.2",Yupik
YUP_2,"14.3,10.0",NA,NA,NA,NA,NA,"12.2,12.0",Yupik
YUP_3,"16.0,10.0",NA,NA,NA,NA,NA,"10.2,14.0",Yupik
YUP_4,"10.0,16.0",NA,NA,NA,NA,NA,"14.0,11.0",Yupik
YUP_5,"14.3,14.3",NA,NA,NA,NA,NA,"12.2,12.2",Yupik
YUP_6,"13.0,16.2",NA,NA,NA,NA,NA,"12.2,14.0",Yupik
YUP_7,"14.3,14.3",NA,NA,NA,NA,NA,"11.2,11.2",Yupik
YUP_8,"15.0,15.0",NA,NA,NA,NA,NA,"12.2,11.2",Yupik
YUP_9,"16.0,14.3",NA,NA,NA,NA,NA,"11.2,11.0",Yupik
YUP_10,"10.0,16.2",NA,NA,NA,NA,NA,"12.2,13.0",Yupik
BAH_1,"17.0,17.0",NA,NA,NA,NA,NA,"14.0,15.2",Bahamian
BAH_2,"13.0,18.2",NA,NA,NA,NA,NA,"12.2,12.0",Bahamian
BAH_3,"17.2,16.2",NA,NA,NA,NA,NA,"11.0,14.0",Bahamian
BAH_4,"16.0,16.0",NA,NA,NA,NA,NA,"13.2,12.2",Bahamian
BAH_5,"17.0,13.0",NA,NA,NA,NA,NA,"14.0,12.0",Bahamian
BAH_6,"20.0,16.2",NA,NA,NA,NA,NA,"17.0,16.0",Bahamian
BAH_7,"17.0,17.0",NA,NA,NA,NA,NA,"12.2,10.2",Bahamian
BAH_8,"18.2,16.0",NA,NA,NA,NA,NA,"11.0,14.2",Bahamian
BAH_9,"14.3,16.2",NA,NA,NA,NA,NA,"14.2,13.2",Bahamian
BAH_10,"16.2,18.2",NA,NA,NA,NA,NA,"14.2,14.0",Bahamian
COS_1,"16.0,16.2",NA,NA,NA,NA,NA,"12.2,10.2",Costa Rican
COS_2,"15.0,18.2",NA,NA,NA,NA,NA,"13.0,13.2",Costa Rican
COS_3,"15.0,16.2",NA,NA,NA,NA,NA,"14.0,13.0",Costa Rican
COS_4,"17.2,17.2",NA,NA,NA,NA,NA,"13.0,12.0",Costa Rican
COS_5,"18.0,16.2",NA,NA,NA,NA,NA,"13.2,15.0",Costa Rican
COS_6,"14.0,15.0",NA,NA,NA,NA,NA,"12.2,13.2",Costa Rican
COS_7,"18.0,17.2",NA,NA,NA,NA,NA,"11.2,15.0",Costa Rican
COS_8,"17.2,18.0",NA,NA,NA,NA,NA,"11.2,13.0",Costa Rican
COS_9,"16.0,18.0",NA,NA,NA,NA,NA,"13.2,11.0",Costa Rican
COS_10,"16.2,18.2",NA,NA,NA,NA,NA,"14.0,13.2",Costa Rican
JAM_1,"13.0,16.2",NA,NA,NA,NA,NA,"14.0,14.2",Jamaican
